"cmdName","Description","Link","Authors","Letter"
"bdstest","rats procedure to compute brock-decher-scheinkman test for i.i.d","https://econpapers.repec.org/software/bocbocode/rts00016.htm","`Tom Doan`","B"
"beamplot","stata module to draw horizontal dotplots using beams","https://econpapers.repec.org/software/bocbocode/s454001.htm","`Nicholas Cox`","B"
"benford","stata module to test benford's law on a variable","https://econpapers.repec.org/software/bocbocode/s456831.htm","`Nikos Askitas`","B"
"betacoef","stata module to calculate beta coefficients from regression","https://econpapers.repec.org/software/bocbocode/s436701.htm","`Christopher Baum`","B"
"betafit","stata module to fit a two-parameter beta distribution","https://econpapers.repec.org/software/bocbocode/s435303.htm","`Maarten Buis`,` Nicholas Cox`,` Stephen Jenkins`","B"
"betaparms","rats procedure to compute parameters required for beta distribution","https://econpapers.repec.org/software/bocbocode/rts00017.htm","`Tom Doan`","B"
"betaprior","stata module to calculate the parameters of a beta distribution given the mean and variance","https://econpapers.repec.org/software/bocbocode/s457247.htm","`Adrian Mander`","B"
"betsim","c module to compute simulations of betting market equilibrium","https://econpapers.repec.org/software/bocbocode/c00001.htm","`Brian R`.` Adams`,` Frank W`.` Rusco`,` W`.` Walls`","B"
"betterbar","stata module to produce bar graphs with optional standard error bars and cross-group comparisons","https://econpapers.repec.org/software/bocbocode/s458560.htm","`Benjamin Daniels`","B"
"bfmcorr","stata module for correcting surveys using tax data","https://econpapers.repec.org/software/bocbocode/s458567.htm","`Thomas Blanchet`,` Ignacio Flores`,` Marc Morgan`","B"
"bgshade","stata module to add background shading to twoway plots using either dummy variable(s) denoting shaded areas and/or precoded nber recessions","https://econpapers.repec.org/software/bocbocode/s458374.htm","`Eric Haavind`-`Berman`,` Aaron Markiewitz`","B"
"bgtest","stata module to calculate breusch-godfrey test for serial correlation","https://econpapers.repec.org/software/bocbocode/s387302.htm","`Christopher Baum`,` Vince Wiggins`","B"
"bhapkar","stata module to compute bhapkar's test of marginal homogeneity between two raters for categorical observations","https://econpapers.repec.org/software/bocbocode/s459227.htm","`Ariel Linden`","B"
"bhatt","stata module to compute bhattacharyya coefficient and bhattacharyya distance statistics of distribution overlap","https://econpapers.repec.org/software/bocbocode/s458091.htm","`Graham K`.` Brown`","B"
"biasepi","stata module to perform simple bias analysis, multidimensional bias analysis, and multiple bias modeling","https://econpapers.repec.org/software/bocbocode/s458617.htm","`Chunsen Wu`","B"
"bibrep","stata module to produce a bibliometric report on a single senior researcher","https://econpapers.repec.org/software/bocbocode/s458407.htm","`Lutz Bornmann`","B"
"bic","stata module to evaluate the statistical significance of variables in a model","https://econpapers.repec.org/software/bocbocode/s449507.htm","`Paul Millar`","B"
"bicdrop1","stata module to estimate the probability a model is more likely without each explanatory variable","https://econpapers.repec.org/software/bocbocode/s449501.htm","`Paul Millar`","B"
"bicorrtest","rats procedure to compute hinich bi-correlations test for autocorrelation","https://econpapers.repec.org/software/bocbocode/rts00018.htm","`Tom Doan`","B"
"bidensity","stata module to produce and graph bivariate density estimates","https://econpapers.repec.org/software/bocbocode/s457576.htm","`John Luke Gallup`,` Christopher Baum`","B"
"bigtab","stata module to produce frequency tables for ""too many values""","https://econpapers.repec.org/software/bocbocode/s432903.htm","`Paul Bern`","B"
"bihist","stata module to produce bihistograms","https://econpapers.repec.org/software/bocbocode/s456983.htm","`Austin Nichols`","B"
"bimap","stata module to produce bivariate maps","https://econpapers.repec.org/software/bocbocode/s459063.htm","`Asjad Naqvi`","B"
"bineq","stata module to analyze multidimensional inequality in two dimensions of wellbeing","https://econpapers.repec.org/software/bocbocode/s458167.htm","`Hong Il Yoo`","B"
"binscatter","stata module to generate binned scatterplots","https://econpapers.repec.org/software/bocbocode/s457709.htm","`Michael Stepner`","B"
"binscatterhist","stata module to produce binned scatterplot with marginal histograms","https://econpapers.repec.org/software/bocbocode/s458855.htm","`Matteo Pinna`","B"
"bioprobit","stata module for bivariate ordered probit regression","https://econpapers.repec.org/software/bocbocode/s456920.htm","`Zurab Sajaia`","B"
"biplot","stata module to generate biplots","https://econpapers.repec.org/software/bocbocode/s335501.htm","`Ulrich Kohler`","B"
"biplotvlab","stata module to produce biplot with variable labels","https://econpapers.repec.org/software/bocbocode/s456201.htm","`Jean`-`Benoit Hardouin`","B"
"bipolar","stata module to calculate four measures of income bi-polarization","https://econpapers.repec.org/software/bocbocode/s458777.htm","`Alessio Fusco`,` Philippe Van Kerm`","B"
"bipolate","stata module to perform bivariate interpolation and smooth surface fitting for values given at irregularly distributed points","https://econpapers.repec.org/software/bocbocode/s457942.htm","`Joe Canner`","B"
"birthsim","stata module to simulate completed fertility and birth intervals","https://econpapers.repec.org/software/bocbocode/s457589.htm","`Stephen Cranney`","B"
"bitobit","stata module to perform bivariate tobit regression","https://econpapers.repec.org/software/bocbocode/s456864.htm","`Daniel Lawson`","B"
"bivpoisson","stata module to perform seemingly unrelated count regression","https://econpapers.repec.org/software/bocbocode/s459104.htm","`Abbie Zhang`,` James Fisher`,` Joseph Terza`","B"
"bivpoisson_ate","stata module to estimate average treatment effects in seemingly unrelated count regression","https://econpapers.repec.org/software/bocbocode/s459229.htm","`Abbie Zhang`,` James Fisher`","B"
"bjautofit","rats procedure to implement automated arima model selection","https://econpapers.repec.org/software/bocbocode/rts00019.htm","`Tom Doan`","B"
"bjtrans","rats procedure to aid in selection of preliminary transformation","https://econpapers.repec.org/software/bocbocode/rts00025.htm","`Tom Doan`","B"
"bkfilter","rats procedure to implement band pass filter using baxter-king method","https://econpapers.repec.org/software/bocbocode/rts00026.htm","`Tom Doan`","B"
"bking","stata module to implement baxter-king filter for timeseries data","https://econpapers.repec.org/software/bocbocode/s421002.htm","`Christopher Baum`,` Martha Lopez`","B"
"bkrosenblatt","stata module for blum, kiefer and rosenblatt test of bivariate independence","https://econpapers.repec.org/software/bocbocode/s456881.htm","`Nicholas Cox`","B"
"blandaltman","stata module to create bland-altman plots featuring differences or %differences or ratios, with options to add a variety of lines and intervals","https://econpapers.repec.org/software/bocbocode/s459040.htm","`Mark Chatfield`","B"
"blinding","stata module to compute blinding indexes","https://econpapers.repec.org/software/bocbocode/s456898.htm","`Jiefeng Chen`","B"
"blindschemes","stata module to provide graph schemes sensitive to color vision deficiency","https://econpapers.repec.org/software/bocbocode/s458251.htm","`Daniel Bischof`","B"
"blist","stata module to list values of variables in as small a space as possible","https://econpapers.repec.org/software/bocbocode/s419301.htm","`Adrian Mander`","B"
"blockmatrix","mathematica package to handle block matrix operations","https://econpapers.repec.org/software/bocbocode/m6b2301.htm","`David Belsley`","B"
"blp","stata module to estimate berry levinsohn pakes random coefficients logit estimator","https://econpapers.repec.org/software/bocbocode/s457573.htm","`David Vincent`","B"
"bmi","stata module to compute body mass index","https://econpapers.repec.org/software/bocbocode/s458613.htm","`Ariel Linden`","B"
"bmjcip","stata module to format confidence intervals and p-values for medical journals","https://econpapers.repec.org/software/bocbocode/s456873.htm","`Roger Newson`","B"
"bmp2dta","stata module to convert bitmap files to stata datasets","https://econpapers.repec.org/software/bocbocode/s458379.htm","`Austin Nichols`","B"
"bmtest","stata module for computing the independent two-sample brunner-munzel test","https://econpapers.repec.org/software/bocbocode/s459305.htm","`Ariel Linden`","B"
"bndecomp","rats procedure to perform beveridge-nelson decomposition","https://econpapers.repec.org/software/bocbocode/rts00028.htm","`Tom Doan`","B"
"bnormpdf","stata module to calculate the bivariate normal density","https://econpapers.repec.org/software/bocbocode/s436801.htm","`Gary Longton`","B"
"boost","stata module to perform boosted regression","https://econpapers.repec.org/software/bocbocode/s458541.htm","`Matthias Schonlau`","B"
"boottest","stata module to provide fast execution of the wild bootstrap with null imposed","https://econpapers.repec.org/software/bocbocode/s458121.htm","`David Roodman`","B"
"box_logscale","stata module to create box plots on the log scale (generalising tukey's definition of whiskers)","https://econpapers.repec.org/software/bocbocode/s459250.htm","`Mark Chatfield`","B"
"boxpanel","stata module to produce box plots for panel data","https://econpapers.repec.org/software/bocbocode/s457671.htm","`Brent McSharry`","B"
"boxtid","stata module to fit box-tidwell and exponential regression models","https://econpapers.repec.org/software/bocbocode/s457578.htm","`Patrick Royston`","B"
"bpagan","stata module to perform breusch-pagan test for heteroskedasticity","https://econpapers.repec.org/software/bocbocode/s390602.htm","`Christopher Baum`,` Vince Wiggins`","B"
"bpass","stata module to compute band pass filter for time series data","https://econpapers.repec.org/software/bocbocode/s421001.htm","`Eduard Pelz`","B"
"bpmedian","stata module to compute bonett-price confidence intervals for medians and their contrasts","https://econpapers.repec.org/software/bocbocode/s457051.htm","`Roger Newson`","B"
"bppaneltests","rats procedure to perform breusch-pagan (and related) tests for random effects","https://econpapers.repec.org/software/bocbocode/rts00029.htm","`Tom Doan`","B"
"bqdodraws","rats procedure to implement monte carlo draws from a var with blanchard-quah factorization","https://econpapers.repec.org/software/bocbocode/rts00030.htm","`Tom Doan`","B"
"brain","stata module to provide neural network","https://econpapers.repec.org/software/bocbocode/s458566.htm","`Thorsten Doherr`","B"
"breitung","rats procedure to perform breitung test for unit roots in panel data","https://econpapers.repec.org/software/bocbocode/rts00237.htm","`Tom Doan`","B"
"brewscheme","stata module for generating customized graph scheme files","https://econpapers.repec.org/software/bocbocode/s458050.htm","`Billy Buchanan`","B"
"brglm","stata module to perform bias-reduced estimation of binary response models","https://econpapers.repec.org/software/bocbocode/s458436.htm","`Johannes Kunz`,` Kevin Staub`,` Rainer Winkelmann`","B"
"brmunid","stata module to standardize geocodes for brazilian municipalities","https://econpapers.repec.org/software/bocbocode/s458667.htm","`Alessandro Bigoni`","B"
"bronch","stata module to describe bronchiolitis severity","https://econpapers.repec.org/software/bocbocode/s457304.htm","`Carl Mitchell`,` Paul Walsh`","B"
"bryboschan","rats procedure to implement bry-boschan business cycle dating","https://econpapers.repec.org/software/bocbocode/rts00031.htm","`Tom Doan`","B"
